"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6","dataValue 7","dataValue 8","dataValue 9","dataValue 10"
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,11,"DZA","Algeria","No",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,11,"DZA","Algeria","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,11,"DZA","Algeria","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,11,"DZA","Algeria","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,11,"DZA","Algeria","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,14,"AND","Andorra","No",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,14,"AND","Andorra","No",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,14,"AND","Andorra","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,16,"ARG","Argentina","No",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,16,"ARG","Argentina","No",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,16,"ARG","Argentina","No",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,16,"ARG","Argentina","No",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,17,"ARM","Armenia","No",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2017,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,18,"SAU","Saudi Arabia","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,20,"ATG","Antigua and Barbuda","Yes",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,20,"ATG","Antigua and Barbuda","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,20,"ATG","Antigua and Barbuda","Yes",2011,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,20,"ATG","Antigua and Barbuda","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,20,"ATG","Antigua and Barbuda","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2017,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,23,"AUS","Australia","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","No",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","No",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","No",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","Yes",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","Yes",2017,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,24,"AUT","Austria","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2017,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,25,"AZE","Azerbaijan","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","No",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","No",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","No",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","Yes",2017,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,27,"BRA","Brazil","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2011,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,28,"BHS","Bahamas","No",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2011,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","No",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,29,"BDI","Burundi","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","No",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2017,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,30,"BEL","Belgium","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","Yes",2011,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","No",2016,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","No",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","No",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","No",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,31,"BEN","Benin","No",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,33,"BFA","Burkina Faso","Yes",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,33,"BFA","Burkina Faso","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,33,"BFA","Burkina Faso","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,33,"BFA","Burkina Faso","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,33,"BFA","Burkina Faso","No",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,33,"BFA","Burkina Faso","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,34,"BGD","Bangladesh","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,35,"BHR","Bahrain","No",2009,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,35,"BHR","Bahrain","Yes",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,35,"BHR","Bahrain","Yes",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,35,"BHR","Bahrain","Yes",2015,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,37,"BLR","Belarus","Yes",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,37,"BLR","Belarus","No",2018,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,37,"BLR","Belarus","No",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,37,"BLR","Belarus","No",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,37,"BLR","Belarus","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,38,"BLZ","Belize","No",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,38,"BLZ","Belize","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,39,"BOL","Bolivia (Plurinational State of)","No",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,39,"BOL","Bolivia (Plurinational State of)","No",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","No",2010,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","No",2012,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","Yes",2019,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","Yes",2020,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","Yes",2021,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,40,"BWA","Botswana","Yes",2022,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,41,"BRB","Barbados","No",2013,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,41,"BRB","Barbados","No",2014,"","","",,,,,,,,,,
8427,"trCybersecurity_RegulatorResponsible","ICT regulator have a cybersecurity mandate",,,42,"MMR","Myanmar","Yes",2011,"","","",,,,,,,,,,
