"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6"
2583,"trAuton","Entity approving regulatory decisions",,,20,"ATG","Antigua and Barbuda","None of the above",2012,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2012,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2013,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2014,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2015,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2016,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2017,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,27,"BRA","Brazil",,2018,"","","","None of the above","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,29,"BDI","Burundi","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,29,"BDI","Burundi","Sector Minister",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,29,"BDI","Burundi","President/Head of State",2012,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,29,"BDI","Burundi",,2016,"","","","President/Head of State","Board of the Regulatory Authority",,,,
2583,"trAuton","Entity approving regulatory decisions",,,29,"BDI","Burundi","President/Head of State",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,30,"BEL","Belgium","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,34,"BGD","Bangladesh","Sector Minister",2012,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,34,"BGD","Bangladesh","Sector Minister",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,40,"BWA","Botswana","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,40,"BWA","Botswana","None of the above",2010,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,43,"BRN","Brunei Darussalam","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,43,"BRN","Brunei Darussalam",,2018,"","","","Sector Minister","Board of the Regulatory Authority",,,,
2583,"trAuton","Entity approving regulatory decisions",,,43,"BRN","Brunei Darussalam",,2019,"","","","Board of the Regulatory Authority","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,44,"BTN","Bhutan","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,44,"BTN","Bhutan","Sector Minister",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,44,"BTN","Bhutan","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,44,"BTN","Bhutan","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,44,"BTN","Bhutan","Sector Minister",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,44,"BTN","Bhutan","Sector Minister",2006,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,45,"BGR","Bulgaria","None of the above",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,46,"CAF","Central African Rep.","Sector Minister",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,48,"KHM","Cambodia",,2009,"","","","President/Head of State","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,48,"KHM","Cambodia",,2010,"","","","President/Head of State","Sector Minister","None of the above",,,
2583,"trAuton","Entity approving regulatory decisions",,,48,"KHM","Cambodia",,2011,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2004,"","","","Sector Minister","President/Head of State","None of the above",,,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2005,"","","","None of the above","Sector Minister","President/Head of State",,,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2009,"","","","President/Head of State","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2010,"","","","President/Head of State","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2013,"","","","Parliament","Prime Minister/ Government","Sector Minister",,,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2014,"","","","Prime Minister/ Government","Sector Minister","President/Head of State","Parliament",,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2015,"","","","Parliament","Prime Minister/ Government","Sector Minister","President/Head of State",,
2583,"trAuton","Entity approving regulatory decisions",,,49,"CHL","Chile",,2018,"","","","President/Head of State","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,50,"CHN","China","None of the above",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,53,"COL","Colombia","None of the above",2010,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,53,"COL","Colombia","Sector Minister",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,53,"COL","Colombia","Sector Minister",2014,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,53,"COL","Colombia","Board of the Regulatory Authority",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,53,"COL","Colombia","Board of the Regulatory Authority",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,54,"LKA","Sri Lanka","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,55,"CMR","Cameroon","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,59,"CPV","Cabo Verde","Sector Minister",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,61,"CIV","Côte d'Ivoire","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,70,"DMA","Dominica","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,70,"DMA","Dominica","None of the above",2011,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,70,"DMA","Dominica","None of the above",2012,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,70,"DMA","Dominica","Board of the Regulatory Authority",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,71,"DNK","Denmark","None of the above",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,71,"DNK","Denmark","None of the above",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,71,"DNK","Denmark","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,71,"DNK","Denmark","None of the above",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,74,"EGY","Egypt","Sector Minister",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,74,"EGY","Egypt","Sector Minister",2014,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,74,"EGY","Egypt","Sector Minister",2015,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,74,"EGY","Egypt","Sector Minister",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,75,"ECU","Ecuador","Board of the Regulatory Authority",2022,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France","None of the above",2012,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France","None of the above",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France","None of the above",2014,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2015,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2016,"","","","None of the above","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2017,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2018,"","","","None of the above","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2019,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2020,"","","","None of the above","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2021,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,78,"FRA","France",,2022,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,85,"GAB","Gabon","Board of the Regulatory Authority",2017,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,90,"GHA","Ghana","None of the above",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea","Sector Minister",2010,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea","Sector Minister",2012,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea",,2014,"","","","Prime Minister/ Government","Sector Minister","Parliament",,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea",,2015,"","","","Prime Minister/ Government","Sector Minister","Parliament",,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea","Sector Minister",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea","Sector Minister",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,94,"GNQ","Equatorial Guinea","Sector Minister",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,95,"GRC","Greece","Board of the Regulatory Authority",2017,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,95,"GRC","Greece","Board of the Regulatory Authority",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,95,"GRC","Greece","Board of the Regulatory Authority",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,95,"GRC","Greece","Board of the Regulatory Authority",2020,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,95,"GRC","Greece","Board of the Regulatory Authority",2021,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,96,"GRD","Grenada","Sector Minister",2007,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,96,"GRD","Grenada","Sector Minister",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,96,"GRD","Grenada",,2009,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,96,"GRD","Grenada",,2010,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,96,"GRD","Grenada","Sector Minister",2011,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,98,"GTM","Guatemala","Sector Minister",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,100,"GIN","Guinea","Sector Minister",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,102,"GUY","Guyana","Sector Minister",2007,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,107,"HRV","Croatia","None of the above",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,107,"HRV","Croatia","None of the above",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,108,"HTI","Haiti","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,108,"HTI","Haiti","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,108,"HTI","Haiti","Sector Minister",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,108,"HTI","Haiti","Sector Minister",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,114,"IDN","Indonesia","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,114,"IDN","Indonesia","Sector Minister",2015,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,114,"IDN","Indonesia","Sector Minister",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,116,"IRN","Iran (Islamic Republic of)","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,116,"IRN","Iran (Islamic Republic of)",,2005,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,116,"IRN","Iran (Islamic Republic of)","None of the above",2006,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,116,"IRN","Iran (Islamic Republic of)","Board of the Regulatory Authority",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,130,"KWT","Kuwait","Board of the Regulatory Authority",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,130,"KWT","Kuwait","Board of the Regulatory Authority",2017,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,130,"KWT","Kuwait","Board of the Regulatory Authority",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,135,"LCA","Saint Lucia",,2013,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,135,"LCA","Saint Lucia","Sector Minister",2014,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,137,"LSO","Lesotho","Sector Minister",2007,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,137,"LSO","Lesotho","Sector Minister",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,142,"MUS","Mauritius",,2022,"","","","Sector Minister","Board of the Regulatory Authority","Prime Minister/ Government",,,
2583,"trAuton","Entity approving regulatory decisions",,,147,"MEX","Mexico","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,147,"MEX","Mexico","Sector Minister",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,147,"MEX","Mexico","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,148,"MYS","Malaysia","None of the above",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,148,"MYS","Malaysia","None of the above",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,148,"MYS","Malaysia","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,148,"MYS","Malaysia","None of the above",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,148,"MYS","Malaysia","None of the above",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,148,"MYS","Malaysia","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,152,"MNG","Mongolia","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,155,"MAR","Morocco","None of the above",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,155,"MAR","Morocco","None of the above",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,155,"MAR","Morocco","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,155,"MAR","Morocco","None of the above",2006,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,161,"MWI","Malawi","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,161,"MWI","Malawi","Sector Minister",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,161,"MWI","Malawi",,2016,"","","","Sector Minister","Board of the Regulatory Authority",,,,
2583,"trAuton","Entity approving regulatory decisions",,,173,"NZL","New Zealand","Sector Minister",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,173,"NZL","New Zealand","Sector Minister",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,173,"NZL","New Zealand","Sector Minister",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,182,"PAK","Pakistan","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,182,"PAK","Pakistan","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,184,"PHL","Philippines","Sector Minister",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,184,"PHL","Philippines","Sector Minister",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,188,"PNG","Papua New Guinea",,2018,"","","","Board of the Regulatory Authority","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,188,"PNG","Papua New Guinea",,2019,"","","","Sector Minister","Board of the Regulatory Authority",,,,
2583,"trAuton","Entity approving regulatory decisions",,,191,"PRT","Portugal","Sector Minister",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,196,"QAT","Qatar","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,196,"QAT","Qatar","None of the above",2010,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,205,"SDN","Sudan","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,205,"SDN","Sudan","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,205,"SDN","Sudan","Sector Minister",2007,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,205,"SDN","Sudan","Sector Minister",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,206,"SEN","Senegal","Board of the Regulatory Authority",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,206,"SEN","Senegal","Board of the Regulatory Authority",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,206,"SEN","Senegal","Board of the Regulatory Authority",2020,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,206,"SEN","Senegal","Board of the Regulatory Authority",2021,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,206,"SEN","Senegal","Board of the Regulatory Authority",2022,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,207,"SYC","Seychelles","Sector Minister",2011,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,214,"SGP","Singapore","None of the above",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,214,"SGP","Singapore","None of the above",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,214,"SGP","Singapore","None of the above",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,214,"SGP","Singapore","None of the above",2006,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,215,"SOM","Somalia","Board of the Regulatory Authority",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,217,"SLE","Sierra Leone",,2022,"","","","Sector Minister","Board of the Regulatory Authority",,,,
2583,"trAuton","Entity approving regulatory decisions",,,219,"CHE","Switzerland","None of the above",2006,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,219,"CHE","Switzerland","None of the above",2007,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,219,"CHE","Switzerland","None of the above",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,219,"CHE","Switzerland","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,220,"SUR","Suriname","Sector Minister",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,220,"SUR","Suriname","None of the above",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,224,"SYR","Syrian Arab Republic","Sector Minister",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,224,"SYR","Syrian Arab Republic","None of the above",2018,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,224,"SYR","Syrian Arab Republic","None of the above",2019,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,224,"SYR","Syrian Arab Republic","None of the above",2020,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,224,"SYR","Syrian Arab Republic","None of the above",2021,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,226,"TCD","Chad",,2003,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,226,"TCD","Chad",,2004,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,226,"TCD","Chad","Board of the Regulatory Authority",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,228,"TGO","Togo","None of the above",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,228,"TGO","Togo",,2018,"","","","Board of the Regulatory Authority","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,234,"TTO","Trinidad and Tobago","None of the above",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,239,"ARE","United Arab Emirates","None of the above",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,239,"ARE","United Arab Emirates","None of the above",2007,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,239,"ARE","United Arab Emirates","None of the above",2008,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,239,"ARE","United Arab Emirates","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,239,"ARE","United Arab Emirates","None of the above",2010,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,239,"ARE","United Arab Emirates","None of the above",2011,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,242,"URY","Uruguay",,2003,"","","","President/Head of State","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,242,"URY","Uruguay",,2008,"","","","President/Head of State","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,242,"URY","Uruguay",,2009,"","","","President/Head of State","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,242,"URY","Uruguay",,2010,"","","","President/Head of State","Sector Minister",,,,
2583,"trAuton","Entity approving regulatory decisions",,,246,"VCT","Saint Vincent and the Grenadines","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,246,"VCT","Saint Vincent and the Grenadines","None of the above",2002,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,246,"VCT","Saint Vincent and the Grenadines",,2003,"","","","Sector Minister","None of the above",,,,
2583,"trAuton","Entity approving regulatory decisions",,,250,"VNM","Viet Nam","Sector Minister",2014,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,250,"VNM","Viet Nam","Sector Minister",2015,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,259,"ZMB","Zambia","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,259,"ZMB","Zambia","Sector Minister",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,260,"ZWE","Zimbabwe",,2016,"","","","Sector Minister","Board of the Regulatory Authority",,,,
2583,"trAuton","Entity approving regulatory decisions",,,277,"KAZ","Kazakhstan","None of the above",2009,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,280,"KGZ","Kyrgyzstan","None of the above",2013,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,280,"KGZ","Kyrgyzstan","None of the above",2014,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,280,"KGZ","Kyrgyzstan","None of the above",2015,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,280,"KGZ","Kyrgyzstan","None of the above",2016,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,283,"MKD","North Macedonia","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,285,"ERI","Eritrea","Sector Minister",2001,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,285,"ERI","Eritrea","Sector Minister",2003,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,285,"ERI","Eritrea","Sector Minister",2004,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,285,"ERI","Eritrea","Sector Minister",2005,"","","",,,,,,
2583,"trAuton","Entity approving regulatory decisions",,,321,"SSD","South Sudan","Sector Minister",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,6,"AFG","Afghanistan","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,6,"AFG","Afghanistan","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,6,"AFG","Afghanistan","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,6,"AFG","Afghanistan","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,6,"AFG","Afghanistan","Yes",2008,"","","",,,,,,
