"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4"
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,8,"AGO","Angola","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,8,"AGO","Angola","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,8,"AGO","Angola","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,8,"AGO","Angola","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,8,"AGO","Angola","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","No",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","No",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","No",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,10,"ALB","Albania","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,11,"DZA","Algeria","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,16,"ARG","Argentina","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,17,"ARM","Armenia","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,18,"SAU","Saudi Arabia","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2011,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","No",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,20,"ATG","Antigua and Barbuda","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,23,"AUS","Australia","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,24,"AUT","Austria","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","No",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","No",2006,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,25,"AZE","Azerbaijan","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,27,"BRA","Brazil","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","No",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2011,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,28,"BHS","Bahamas","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","No",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","No",2011,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,29,"BDI","Burundi","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,30,"BEL","Belgium","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2011,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","Yes",2016,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","Yes",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","No",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,31,"BEN","Benin","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","Yes",2002,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","No",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","No",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","No",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","No",2014,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","No",2017,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","Yes",2019,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,33,"BFA","Burkina Faso","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2012,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2015,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2018,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2020,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2021,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,34,"BGD","Bangladesh","Yes",2022,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2005,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2007,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2008,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2009,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","Yes",2010,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,35,"BHR","Bahrain","No",2013,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,37,"BLR","Belarus","No",2003,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,37,"BLR","Belarus","No",2004,"","","",,,,
3018,"trLicAgreement_AreMadePublic","Information on licensing agreements",,,37,"BLR","Belarus","No",2005,"","","",,,,
